lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
僵,,,,,,,,,,,,,,,,,,,,,
鼻酸,,,想念,,,,,,"落淚,想哭",,心痛,,,,,,,,,,
鳴冤叫屈,,,,,,,,,,,,,,,,,,,,,
鳴不平,,,,,,,,,,,,,,,,,,,,,
魂牽夢繫,,,,,,,,,,,,,,,,,,,,,
魂牽夢縈,,,,,,,,,,,,,,,,,,,,,
魂飛魄散,,,,,,,,,,,,,,,,,,,,,
魂不附體,,,,,,,,,,,,,,,,,,,,鐮刀死神,
魂不守舍,,,戀愛,,,,,,戀愛,,,,,,,,,,,戀愛,
骯髒,"蟑螂,大便,垃圾,耳屎,蒼蠅,鼻屎",洗澡,,,,"貓,家庭主婦,小強",,,,,,"蟑螂,噁心","黑色,灰色,小人",,,,,,襪子,"不洗澡,不愛乾淨,懶惰,陸客,不洗手,壞習慣",
駁斥,,,,,,,,,,,,,,,,,,,,,
銘印,,,,,,,,,,,,,,,,,,,,,
酸溜溜,,,,,,,,,,,,,,,,,,,,,
酸楚,,,,,,,,,,,,,,,,,,,,,
酸甜苦辣,,,,,,,,,,,,,,,,,,,,談戀愛,
酸辛,,,,,,,,,,,,,,,,,,,,,
酸,"檸檬,醋,糖果,水果,酸梅,草莓,鳳梨,果汁,梅子,眼淚,柳丁,甜,苦戀,蘋果,戀愛,橘子,雨水,飲料,人肉,檸檬汁,番茄,蕃茄,葡萄,吃醋,酸菜,牛奶,鄉民,櫻桃",翹腳,"葡萄,手,泡菜,眼睛,辣椒抹到眼睛",,,壞牙齒,,,,,,,檸檬,,,,,,,,
酷愛,,,,,,,,,,,,,,,,,,,,,
酷刑,,,"壞人,宋朝,佞臣,明朝,秦朝,軍中,殺人,滿清政府,不,清朝,販毒,賣國",,,惡魔,,,,,,,,,,,,,"考試,期末考",,
鄙薄,,,,,,,,,,,,,,,,,,,,,
鄙棄,,,,,,,,,,,,,,,,,,,,,
鄙視,,,,,,戴爾,,,,,"小三,政客買票",,,,,,,,,"偷錢,作弊,豬哥",/c/en/contempt/n/uncountable:_a_feeling_or_attitude
鄙夷,,,,,,,,,,,,,,,,,,,,,
鄙,,,,,,,,,,,,,,,,,,,,,
遠離,,"做火車,跑走,做飛機,關閉心房,念書,用跑的,走開,開車,走快點,關起來,郊遊,騎車,睡覺,踏青,隔離外人",,,人,"失敗,吵雜,失戀,寂寞,單,灰塵",,,,,"看到賭鬼,人類,小三",,,,,,,,,"討厭,大便",
遠水解不了近渴,,,,,,,,,,,,,,,,,,,,,
輕鬆,"出門,事業,生活","聽音樂,發呆,看喜劇片,看小說,做瑜珈,打牌,放鬆,看電視,去按摩,開心,上網",,,,"學生,老師,媽媽,工作,員工,魚乾女",,,,,"精神不好,忙碌,休息,快虛脫,很累",,,,,,,,,"聽音樂,快樂,唱歌,大便,睡覺,看電視,尿尿,發呆,休息,休閒,洗澡,上ptt,吃飯,有錢,放學,玩遊戲,熟,下班,散步,玩樂",/c/en/relax/a/having_an_easy-going_mood
輕蔑,,笑,,,,,,,,,,,,,,,,,,,"/c/en/pejorative/a/disparaging,_belittling_or_derogatory,/c/en/disdainful/a/showing_contempt_or_scorn,/c/en/disdain/v/to_regard_with_strong_contempt,/c/en/contemptuous/a/showing_contempt,/c/en/scorn/n/contempt,_disdain"
輕敵,,,,,,,,,,,,失敗,,,,,,,,,
輕輕鬆鬆,,,,,,老師,,,,,,,,,,,,,,,
輕視,,,,,,,,,,,,,,,,,,,,"哭,說蠢話,做壞事","/c/en/despise/v/to_regard_with_contempt_or_scorn,/c/en/contempt/n/uncountable:_a_feeling_or_attitude"
輕忽,,,,,,,,,,,,,,,,,,,,,
輕快,,,,,,,,,,,,,,,,,,,,,
輕,,飛起來,,,,,,,,,,,,,,,,,,,
趕羚羊,,,,,,,,,,,,,,,,,,,,,
赫然而怒,,,,,,,,,,,,,,,,,,,,,
豪華,,,,,,,,,,,,,,,,,,,,,"/c/en/luxurious/a/being_very_fine_and_comfortable,/c/en/voluptuous/a/suggestive_of_or_characterized_by_full,_generous,_pleasurable_sensation,/c/en/luxury/n/very_wealthy_and_comfortable_surroundings"
豪爽,,,,,,,,,,,,,,,,,,,,,
說謊,,,"政客,男人,總統,騙人布,騙子,黑心律師",,,"老師,你,阿扁,我,政治人物,大人,女人,父母",,,做錯事,,做錯事,,,,,,,,,不懂,
說長道短,,,,,,,,,,,,,,,,,,,,,
說服,,,,,,,,,,,,,,,,,,,,,"/c/en/persuasion/n/the_act_of_persuading,/c/en/persuade/v/convince"
誤解,,,,,,同性戀,,,,,,,,,,,,,,"瓜田李下,男扮女裝,忌妒",/c/en/misunderstand/n/mistake
誤會,,,,,,"菸味,友情,戀人,人,同學,帥哥,老師,員工",,,,,,,,,,,,,,"冷淡,曖昧,吵架,誤解,舉手,不了解,惡作劇,生氣,壞脾氣,理念不同,衝突,口氣太差,整形,溝通不良,看女生胸部,散撥謠言,欺騙,看別人女友,說錯話,用詞不當,耍心機,處事不同",
誤,,,,,,,,,,,,,,,,,,,,,
認真,,"唸書,讀書,看書,有錢,生氣",,,"讀書,唸書,考試",,,,"考試,上課,工作,讀書,學校,看書,唸書,上班",,"上課,讀書",成功,,,,,,,,"考試,讀書,上課,看書",
認為,,,,,,,,,,,,,,,,,,,,,
認可,,,,,,,,,,,,,,,,,,,,,
腐爛,,,"水果,桌子,食物",,,,,,,,,,,,,,,,,,
腐敗,,,政府,,,,,,,,,,立法院,阿扁貪汙,,,,,,"權力,貪污,野心,共產主義,食物,生活糜爛,貪婪,錢","/c/en/spoil/a/food:_rendered_unusable_or_inedible,/c/en/corrupt/a/marked_by_immorality_and_perversion;_depraved"
腐臭,,,,,,,,,,,,,,,,,,,,,"/c/en/stench/n/a_strong_foul_smell,_a_stink,/c/en/reek/n/unpleasant_smell"
腐朽,,,,,,,,,,,,,,,,,,,,,/c/en/decadence/n/state_of_moral_or_artistic_decline_or_deterioration
聞風喪膽,,,,,,,,,,,,,,,,,,,,,
緊繃,,,,,,,,,,,,,,,,,,,,,
緊緊張張,,,,,,,,,,,,,,,,,,,,,
緊張,,"流汗,口吃,喝水,口渴,大便",,,,,,,"考試,地震,火災,約會,期末考,考試時,面試,逃跑,打麻將,報警,打119,接近,考試日,打110,告白,開車",,,,,,,,,,,"考試,面試,比賽,約會,期末考,打電動,上台演講,上台報告,實習考,演講,報告",
精彩,,拍手,,,,,,,,,,,,交女朋友,,,,,,,
精神不振,,睡覺,,,,,,,,,,,,,,,,,,"失眠,吸毒,累了,被朋友討厭,加班,看書,考試考不好,陽萎,熬夜,讀書,被罵,被發卡",
精疲力竭,,,,,,,,,,,,,,,,,,,,,
精疲力盡,,,,,,,,,,,,,,,,,,,,"參加live,辦事,辦事情,做愛,打飛機",
精美,,,,,,,,,,,,,,,,,,,,,
精心,,,,,,,,,,,,,,,,,,,,,
精力,,"吃飯,睡覺,多運動,早睡早起,飲食均衡,保持愉快心情",,,,,,,,,,,,,,,,,,吃早餐,
窩囊,,,,,,,,,,,,,,,,,,,,,
窩火,,,,,,,,,,,,,,,,,,,,,
窩心,家屬,,,,,,,,,,,,,,,,,,,"愛,體諒,親人,養貓,收到禮物,擁抱,養寵物",
稱讚,,,,,"妳真棒,滿意","吃太飽,女孩子",,,,,美女,,,,,,,,正妹,"做好事,成績單,日行一善,準時完成,考好成績,唸書,第一名,努力讀書,幫助人",
稱願,,,,,,,,,,,,,,,,,,,,,
稱羨,,,,,,,,,,,,,,,,,,,,,
稱意,,,,,,,,,,,,,,,,,,,,,
稱快,,,,,,,,,,,,,,,,,,,,,
稱心如意,,,,,,,,,,,,,,,,,,,,,
稱心,,,,,,,,,,,,,,,,,,,,,
種豬,,,,,,,,,,,,,,,,,,,,,
福氣,,,,,,,,,,,,,紅色,,,,,,"快樂,美女,享受,看到性感美女,交女友,健康,去台南,愛我","好運,希望,美夢,做好事,養貓,不做壞事,心存善念,做善事,買彩卷,過年",
禍,,,,,,,,,,,,,,,,,,,,,
盡興,,,比賽,,,,,,,,,,,,,,,,,,
瘋,陳幸予,,,,,,,,,,,,,,,,,,快樂,,"/c/en/loco/a/crazy,/c/en/mad/a/insane_(adj.)"
疑懼,,,,,,,,,,,,,,,,,,,,,
疑難,,,,,,,,,,,,,,,,,,,,,
疑點,,,,,,,,,,,,,,,,,,,,文獻回顧,
疑慮,,,,,,,,,,,,,,,,,,,,,
疑惑,,"找出答案,找人協助,繼續思索,問問題",,,,"姊姊,我,成長過程,青少年,少年",,,"落榜後,天上掉禮物,愛",,,,"皺眉,挑眉",,,,,,,"上ptt,煩惱,算數,考試,上課,兩難,提問,解題,思考,颱風,沒人愛,沒方向,失戀,她,想問題,脫光光,馬英九","/c/en/distrust/n/lack_of_trust_or_confidence,/c/en/doubt/n/uncertainty"
疑神疑鬼,談戀愛,,,,,,,,,,,,,,,,,,,,
疑神,,,,,,,,,,,,,,,,,,,,,
疑心生暗鬼,,,,,,,,,,,,,,,,,,,,,
疑心,,,,,,,,,,,,,,,,,,,,,
疑,,,,,,,,,,,,,,,,,,,,,
瑣碎,,,,,,,,,,,,,,,,,,,,,/c/en/trivial/a
瑣事,,,,,,,,,,,,,,,,,,,,,/c/en/trinket/n/a_mere_trifle
熙和恬靜,,,,,,,,,,,,,,,,,,,,,
漫不經心,,,,,,,,,,,,,,,,,,,,,
漠然置之,,,,,,,,,,,,,,,,,,,,,
漠然,,,,,,,,,,,,,,,,,,,,,/c/en/apathetic/a/void_of_feeling
漠視,,,,,,孤獨,,,,,,,,,,,,,,,
漠不關心,,,,,,,,,,,,,,,,,,,,,
漂亮,"花,我,正妹,美女,女人,笑容,女孩,雲,女朋友,你,彩虹,林志玲","化妝,減肥,打扮,喝水,種花,戴假睫毛,林志玲,帶假髮",花兒,,,"女人,女生,公主,名模,女孩子,女孩,美女",,,,,,,"美肌,紅色,花",,,,,,,"化妝,保養,減肥,正妹,正,天生麗質,洗澡,美麗",
滿意,,"開心,親親,快樂,喜歡",人,,,,,,,,,,,,,,,,,"吃飯,讚美,玩遊戲,逛街,享受",/c/en/satisfaction/n/fulfillment_of_a_need_or_desire
滿面笑容,,,,,,,,,,,,,,,,,,,,,
滿面春風,,,,,,,,,戀愛,,,,,,,,,,,,
滿足,,"吃飯,吃東西,笑,睡覺",吃飯,,,,,,吃飯,,,快樂,,,,,,,"吃飯,快樂","吃飯,睡覺,快樂,吃飽,幸福,吃東西,知足,讀書,睡飽,喝水,愛,工作,逛街,有錢,錢,做愛,花錢,買東西,開心,看電視,金錢,玩遊戲,財富,玩電腦,愛情,聽音樂,吃大餐,運動,食物,購物,樂天",
滿不在乎,,,,,,,,,,,,,,,,,,,"/c/en/us_oceanographer/n/ags-3,/c/en/us_oceanographer/n/ags-3",,
滿,書櫃,,"杯子,米缸,垃圾桶",,,,,,,,,,,,,,,,,,
歉疚,,,,,,,,,,,,,,,,,,,,,
歉,,,,,,,,,,,,,,,,,,,,,
槁木死灰,,,,,,,,,,,,,,,,,,,,,
榮譽,,"工作,軍人,人生,得第一,考第一名,服從,打籃球",,,,,,,,,,,"國家,勳章,海軍",,,,,,"晉級,當總統,偉大,富有","勝利,參加比賽,職稱,成功",/c/en/glory/n/great_beauty_or_splendour
榮耀,,"聯盟,考第一名,人生",,,,選手,,,,,,,國旗,,,,"自信,競賽",,"徽章,貪污,金曲獎","獎盃,職稱,努力,第一名,認真工作,成功",/c/en/glory/n/great_beauty_or_splendour
榮幸,,,,,,,,,,,,,,,,,,,,,
暢快,,,,,,,,,,,,,,,,,,,大便,"大便,痛快,可樂,運動,打掃房間,出去玩,吃冰,唱歌,喝飲料,噴水,跳舞","/c/en/carefree/a/worry_free,_light_hearted,_etc"
暢,,,,,,,,,,,,,,,,,,,,,
摧毀,,,,,,,,,,,,,颱風,,,,,,,"憎恨,颱風",
慷慨,,,,,,,,,,,,,,,,,,,,"愛,錢太多",/c/en/generosity/n/the_trait_of_being_willing_to_give_your_money_and_or_time
慵懶,,,貓,,,"貓,貓咪,休假",,,,,,,"懶惰,貓",,,,,,貓,"躺著,不勤勞",
慪氣,,,,,,,,,,,,,,,,,,,,,
慪,,,,,,,,,,,,,,,,,,,,,
慣,,,,,,,,,,,,,,,,,,,,,"/c/en/get_use_to/n/acclimation,_adaptation,_adjustment"
慢,,,,,,,,,,,,,,,,,,,,烏龜,
慚愧,,,,,,,,,劈別人腿,,考不好,,,,,,,,,"考試沒考好,上課睡著,說謊",
慚,,,,,,,,,,,,,,,,,,,,,
慘痛,,,,,,,,,,,,,,,,,,,,,
慘然,,,,,,,,,,,,,,,,,,,,,
慘,,,,,,,,,,,,人生,,,,,,,,,
慈悲,,,,,,,,,,,,,,,,,,,,,"/c/en/benevolence/n/disposition_to_do_good,/c/en/mercy/n/relenting;_forbearance_to_cause_or_allow_harm_to_another,/c/en/mercy/n/forgiveness_or_compassion,/c/en/merciful/a/showing_mercy"
慈善,,,,,,,,,,,,,,資源回收,,,,,,,"/c/en/beneficent/a/beneficent,/c/en/benevolent/a/having_a_disposition_to_do_good,/c/en/charity/n/providing_of_goods_or_money"
慈祥,"家屬,媽媽",,,,,,,,,,,,老人,,,,,,雙下巴,,
慈,,,,,,,,,,,,,,,,,,,,,
對質,,,,,,,,,,,,,,,,,,,,,/c/en/face-off/n/confrontation_or_argument_between_two_people_or_groups
對眼,,,,,,,,,,,,,,,,,,,,,
對得起,,,,,,,,,,,,,,,,,,,,,
對得住,,,,,,,,,,,,,,,,,,,,,
對抗,,,,,,惡魔,,,,,,,,,,,,,"打架,吵架,據理力爭,對抗之子集合,叛逆,反抗,據理而力爭,沈默,冷戰,遊行",種族歧視,/c/en/antagonism/n/strong_dislike
對,"感覺,不對,公平的,誠實,保護人,吃自己",錯,,,,,,,,,,,,,,,,,,,"/c/en/pair/n/two_similar_or_identical_things,/c/en/correct/a/free_from_error"
寧靜,,,"沒有紛擾,心安理得,心情平靜,事情都做完了,安祥",,,社會,,,,,,,"藍色,綠色,雨,白色,睡覺",,,,,,,"睡覺,跑到森林,死亡,離島,圖書館,無人島","/c/en/serene/a/peaceful,_calm,/c/en/placid/a/calm_and_quiet;_peaceful,/c/en/serenity/n/state"
寤寐思之,,,,,,,,,,,,,,,,,,,,,
寢食難安,,,,,,,,,,,,,,,,,,,,,
寢食不安,,,,,,,,,,,,,,,,,,,,,
寡廉鮮恥,,,,,,,,,,,,,,,,,,,,,
嫩,,,,,,,,,,,,,,,,,,,,沒當兵,
嫣然一笑,,,,,,,,,,,,,,,,,,,,,
夢想,烏托邦,"努力,有錢,活下去,築夢,飛機,打拼,活著,賺錢,飛翔,開店,加油",,,,學生,,,不切實際,,,希望,,,,,,,"人生,愛情,立刻變瘦",,
夢寐以求,錢,,,,,,,,,,,,,,,,,,,,
圖,,,,,,鄉民,,,,,,,,,,,,,,,"/c/en/graph/n/an_ordered_pair_in_graph_theory,/c/en/diagram/n/plan,_drawing,_sketch_or_outline_to_show_workings_or_parts_relationships,/c/en/diagram/n/graph_or_chart"
嘉獎,,,,,,,,,,,,,,,,,,,,,
嘆氣,,,"發呆,人,怒",,無奈,,,,"無奈,呼吸,抽菸,隔壁叫床時,憂鬱,考完試,打113,有煩惱,被不愛的人愛",,"對人生失望,被當,難過,累,人生",,,,,,,,,"想念,神經病,樂透差一號,無奈,考不好,失戀",
嘆息,,,,,,,,,,,,,,,,,,,,"沮喪,心情很煩,發呆,看電影",
嘆,,,,,,,,,,,,,,,,,,,,,
嘀咕,,,,,,,,,,,,,,,,,,,,,
厭煩,,"睡覺,休息,打電腦",,,,"工作,人",,,鬧,,,,,,,,,,,"工作,查字典,講電話,搬家,裝可愛,電動卡關,打報告,期中考,發燒,上無聊的課,寫作業,颱風,上班,熱,加班,亂問問題的人,憂鬱,等待","/c/en/annoy/a/troubled,_irritated_by_something_unwanted_or_unliked;_vexed"
厭棄,,,,,,,,,,,,,,,,,,,,,
厭惡,,逃家,臭,,,我,,,打針,,,,討厭,,,,,,仇,"心機重,看書,考試,一意孤行,死老鼠,死蟑螂,罵髒話,花博,在死神面前,插嘴,髒亂,中國製品,說謊,讀書,不誠實,討厭,貪,壞朋友,批評,白目,花痴,苦茶,在乎,心機男","/c/en/abomination/n/the_feeling_of_extreme_disgust,/c/en/loathe/v/hate,_detest,_revile,/c/en/aversion/n/fixed_dislike,/c/en/disgust/n/an_intense_dislike_or_repugnance,/c/en/abominate/v/to_feel_disgust_towards,_to_hate_in_the_highest_degree"
厭倦,,"打電腦,退隱,逃避,休息,玩遊戲,冷靜",碎碎唸,,,,,,,,,,,,,,,,懶惰,"選課,裝可愛,重複","/c/en/jade/a/worn_out,_wearied,_or_lacking_enthusiasm;_exhausted"
厭食,,,,,,,,,,,,,,,,,,,,"過瘦,憂鬱",
厭世,,,生病,,,,,,,,,,,,,,,,,"久病,憂鬱",
厭,,,,,,,,,,,,,,,,,,,,,
僖,,,,,,,,,,,,,,,,,,,,,
僕僕風塵,,,,,,,,,,,,,,,,,,,,,
鼓勵,,,"老師,朋友",,,"失望,作者,壞小孩",,,,,帥哥,,,,,,勇氣,,"晉級,禮物",故事,/c/en/encouragement/n/the_act_of_encouraging
鼓舞,,,,,,,,,,,,,,,,,,,,,"/c/en/inspire/v/to_infuse_into_the_mind;_to_communicate_to_the_spirit,/c/en/spur/n/anything_that_inspires_or_motivates,_as_a_spur_does_to_a_horse,/c/en/inspiration/n/stimulating_influence_upon_the_intellect_or_emotions"
頑強,,,,,,,,,,,,,,,,,,,,,"/c/en/indomitable/a/incapable_of_being_subdued,_overcome,_or_vanquished"
頑固,,,,,,,,,,,,,,,,,,,,,"/c/en/obstinacy/n/state_of_stubbornness,/c/en/persistent/a/refusing_to_give_up,/c/en/stubbornness/n/state_of_being_stubborn,/c/en/obstinate/a/adhering_to_an_opinion,_purpose,_or_course,_usually_unreasonably"
隔離,,,"得h1n1,障礙物",,,新流感,,,,,,,,,,,,,,,
違規,,,,,,警察,,,作弊,,,,酒駕,,,,,,,,
違背,,,,,,,,,,,,,,,,,,,,,
違約,,,,,,房東,,,,,,,,,,,,,,,
違紀,,,,,,,,,,,,,,,,,,,,,
違法,"詐欺,阿扁的帳戶",,舞弊,,,警察,,,,,,,,酒駕,,,,,,犯罪,
違抗,,,,,,,,,,,,,,,,,,,,,
違犯,,,,,,,,,,,,,,,,,,,,,
違心,,,,,,,,,,,,,,,,,,,,,
道,,,,,,,,,,,,,,,,,,,,,
遑,,,,,,,,,,,,,,,,,,,,,
過錯,,,,,,,,,,,,,,,,,,,,,
過慮,,,,,,,,,,,,,,,,,,,,,
過意不去,,,,,,,,,,,,,,,,,,,,,
過失,,,,,,,,,,,,,,,,,,,,,"/c/en/gaffe/n/a_foolish_error,_especially_one_made_in_public,/c/en/negligence/n/failure_to_exercise_a_standard_of_care_(law)"
過分,,,,,,,,,,,,,,,,,,,,,"/c/en/overly/r/to_an_excessive_degree,/c/en/excessive/a/exceeding_the_bounds_of_something"
遊戲,,猜拳,"小孩,小朋友",,,"宅男,小孩,人",,,好玩,,,,,"搖桿,泡泡球",,鍵盤,,,"猜拳,人生,電腦,象棋,麻將,撲克牌,魔獸,愛情,仙劍奇俠傳,賭博",無聊,
遇難,,,,,,,,,,,,,,,,,,,,,
遇到,,,,,,,,,,,,,,,,,,,,,
遂意,,,,,,,,,,,,,,,,,,,,,
遂心如意,,,,,,,,,,,,,,,,,,,,,
遂心,,,,,,,,,,,,,,,,,,,,,
躲避,,,,,,,,,飛彈飛來時,,,,,,,,,,,,
賊,,,,,,"阿兵哥,有錢人",,,,,,,,,,,,,,破門而入,
誠實,不愛,,,,"自白,人","人,海綿寶寶",,,老實,,,"正人君子,愛情",,,,,,,難過,,"/c/en/honesty/n/quality_of_being_honest,/c/en/sincerity/n/quality_of_being_sincere"
誠惶誠恐,,,,,,,,,,,,,,,,,,,,,
誠心,,,,,看書,,,,,,,,,,,,,,,,
誠,,,,,,,,,,,,,,,,,,,,,
誇大,,,,,,,,,,,,,,,,,,,,,"/c/en/exaggerate/v/to_overstate,_to_describe_more_than_is_fact"
詼諧,,,,,,,,,,,,,,,,,,,,,"/c/en/jocular/a/humorous,_amusing,_joking"
該死,沒救,,,,,,,,,,,,,,,,,,,,"/c/en/dammit,/c/en/damn/a/god-forsaken"
詭計,,,,,,,,,,,,,,,,,,,,,"/c/en/shenanigan/n/trickery,_games;_skulduggery,/c/en/trick/n/something_designed_to_fool,/c/en/machination/n/clever_scheme_or_artful_plot,_usually_crafted_for_evil_purposes"
詫異,,,,,,,,,,,,,,,,,,,,,
詫,,,,,,,,,,,,,,,,,,,,,
解脫,,"自殺,曖昧離開我,上廁所,畢業,空虛,打手槍,離婚,失戀",,,,,,,,,,,"畢業,分手",,,,"滅亡,離職",,"死亡,分手,失戀,比賽後,工作結束,考完試,case談成","死,死亡,上廁所,離婚,升天,畢業,分手,大便",
解氣,,,,,,,,,,,,,,,,,,,,,
解恨,,,,,,,,,,,,,,,,,,,,,
解決,,大便,,,,,,,障礙,,"遇到困難時,苦惱,遇到問題",,,,,,,,,,"/c/en/make_up_one_mind/v/to_decide,_to_reach_a_conclusion,/c/en/decide/v/to_resolve_or_settle,/c/en/resolve/v/find_a_solution_to"
號啕大哭,,,,,,,,,,,,,,,,,,,,失戀,
號哭,,,,,,,,,,,,,,,,,,,,,
號,,,,,,,,,,,,,,,,,,,,,
落實,,,,,,,,,,,,,,,,,,,,,
落寞,,,,,,,,,"監獄,難過,高中畢不了業",,,,,,,,,,,失去,
落淚,,,,,想哭哭,我,,,"難過,哭泣,傷心,剛分手,沮喪,高興,喜悅,悲傷,考不好,離別,難過時,分手時,被劈腿",,,,,,,,,,,"難過,失去,傷心,戴隱形眼鏡,開心,失戀,生氣,落榜,喜極而泣,大笑,過敏,崩潰,擁抱,看表演,分手",
落空,,,,,,,,,,,,,,,,,,,,,
落伍,,,,,,,,,,,,,,,,,,,,,
腦殘,,"笑,耍白痴",,,,"愛情,小偷",,,"不會替別人想,白目,自以為是,自己都是對的",,,"派大星,韓國人,白痴,西施版",,,,,處女,,,"發呆,相信媒體,電視看太多,白目,吸毒,上bbs,談戀愛,放閃光",
義憤填膺,,,,,,,,,,,看小說,,,,,,,,,,
義憤,,,,,,,,,,,,,,,,,,,,,/c/en/indignation/n/self_righteous_anger_or_disgust
義,,背黑鍋,,,,媽媽,,,,,,,,,,,,,,,
羨慕,,,,,,,,,,,志玲,,,"閃光,紅星",,,,,,"正妹,榜首,好成績,能力,幸福的家庭,成就,權力,看到情侶",
羨,,,,,,,,,,,,,,,,,,,,,
罪孽,,,,,,,,,,,,,,,,,,,,,
罪過,,,,,,,,,,,,,,,,,,,,偷竊,
罪惡,胖子,,,,,"警察,牧師,受害者,人,上帝,我,惡魔",,,,,,,,"阿扁貪汙,囚犯",,,,,"錢,殺人,罪犯,參考書,電視,吸毒,浪費時間,變胖","做壞事,偷東西,偷竊,毒品,錢,殺人,惡魔,打人,窮人,富有",
罪行,,,,,,,,,,,,,,,,,,,,人,
罪名,,,,,,"總統,被告,吳淑珍",,,,,,,,,,,,,,,
罪犯,,,"強姦,放火,尋常人也,犯人,罪人,打架,偷東西,貪婪的人",,,"法官,我,檢察官,馬英九",,,,,,,阿扁,,,,,,,,
罪大惡極,,,,,,,,,,,,,,,,,,,,,
罪人,,,,,,"佛祖,眾神",,,,,,,,,,,,,陳幸妤,,
罪,,,,,,,,,,,,鞭刑,,,,,,,"戀愛,自殺,寂寞,變胖,誘拐未成年少",,
經歷,,,,,,,,,,,,"成熟的人格,回憶",,,,,,,"人生,生命,挫折",工作,"/c/en/undergo/v/to_experience,/c/en/experience/v/to_observe_or_undergo"
粲然一笑,,,,,,,,,,,,,,,,,,,,,
萬箭穿心,,,,,,,,,,,,,,,,,,,,,
萬歲,,,中華民國,,,,,,,,,,,,,,,,,大膽,"/c/en/yay,/c/en/your_majesty,/c/en/hurrah"
萬般無奈,,,,,,,,,,,,,,,,,,,,,
萬念俱灰,,,,,,,,,,,,,,,,,,,,,
萬不得已,,,,,,,,,,,,,,,,,,,,,
禽獸,,,,,,,,,,,,,,,,,,,,,
禁忌,,,,,,,,,,,,,,,,,,,,,
禁止,,,,,,,,,,,,,紅色,,,,,,,,"/c/en/bar/v/to_prohibit,/c/en/prohibit/a/forbidden,/c/en/forbid/v/to_disallow,/c/en/forbid/a/not_allowed"
睹物傷情,,,,,,,,,,,,,,,,,,,,,
睹物思人,,,,,,,,,想念,,,,,,,,,,,想一個人,
瘁,,,,,,,,,,,,,,,,,,,,,
痴狂,,,,,,,,,,,,,,,,,,,,,
痰喘,,,,,,,,,,,,,,,,,,,,,
當心,,,,,,,,,,,,,,,,,,,/c/en/quickly/n/software,,"/c/en/take_care/v/be_cautious,_careful"
當之無愧,,,,,,,,,,,,,,,,,,,,,
當,,,,,,電腦,,,,,,,,,,,"活,戀愛,人,快樂",,,,/c/en/as
煩躁,,"打人,唱歌,睡覺,摔東西,生氣,聽音樂,冷靜,大哭一場,發洩,出去走走,玩電腦",吵,,,,,,"下雨,考試",,天氣熱,,,,,,,,,"生氣,工作,悶熱,mc來,考不好,下雨,生病,讀書,塞車,聲音,不安,吃飯,沒時間,蚊子,蜘蛛,報告一堆,小孩,疲勞,遇到小白,不爽,受傷",
煩雜,,,,,,,,,,,,,,,,,,,,,
煩擾,,,,,,,,,,,,,,,,,,,,,/c/en/annoy/v/to_disturb_or_irritate
煩憂,,,,,,,,,,,,,,,,,,,,,
煩瑣,,,,,,,,,,,,,,,,,,,,,
煩愁,,,,,,,,,,,,,,,,,,,,,
煩亂,,,,,,,,,,,,,,,,,,,,,"/c/en/distraught/a/deeply_hurt,_saddened,_or_worried"
煩惱,,"運動,睡覺,吃東西,洗澡,大叫",,,,"人,父母,小孩",,,戀愛,,,,,,,,,,,"考試,沒錢,戀愛,工作,錢,談戀愛,愛,作業,家人,小孩,女友,工作不順,失業,未婚生子,讀書,上班,愛情,期末考,財富,人,加班,小孩要繳學費,抽不到校宿,繳稅金,考零分",
煩悶,,"打人,嘆氣,哭,散心",,,,,,,,,,,,,,,,,,"下雨,讀書,無聊,下雨天,沒中樂透,爸媽離婚,約會等不到人,考試,失戀,私事,自閉,被當,鬱悶,悲傷,表現不佳,難過",
煩勞,,,,,,,,,,,,,,,,,,,,,
煩忙,,,,,,,,,,,,,,,,,,,,,
煩心,,很累,,,,,,,,,,,,,,,,,,寫論文,
煩人,作業,,"鬧鐘,隔壁家的貓,電話",,,,,,,,,,,,,,,,,,/c/en/annoy/v/causing_irritation_or_annoyance;_troublesome;_vexatious
煩,,"打人,睡覺,哭,生氣,聽音樂,唱歌,看電視,罵人,深呼吸,玩,自殺,吶喊,打電話,生悶氣,發呆","心,叫,人,做報告",,,,,,"考試,逛街",,考試,,,,,,,,,"考試,心情不好,工作,事情多,睡覺,讀書,吵架,看書,忙,壓力,上班,打電動,小孩",
煞風景,,,,,,,,,,,,,,,,,,,,,
滑稽,,,,,,,,,,,,,,,,,,,,,
溺愛,,,寵愛,,,,,,,,,,,,,,,,,,/c/en/spoil/a/of_a_child
溫馨,"家,鄉民,戀愛,救災,囧男孩","逛笨版,笑,親親",,,,家人,,,,,,,,,,,,,"家聚,母愛","擁抱,幸福,狗,養寵物,家人,兔子,吃飼料,朋友,爸爸節,救難,親情,媽媽,家人團聚,溫暖,人,你,回家了,爸爸,關心,上ptt,說愛你,愛情",
